run_id,iteration,scenario,scenario_desc,api,latency_ms,size_bytes
316,40,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.7447,87
317,40,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,11.9334,18380
318,40,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.9259,13238
319,40,C4_collection,Colecao (50 usuarios completos),REST,1.82,29943
320,40,C4_collection,Colecao (50 usuarios completos),GraphQL,3.7798,30062
321,41,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.5652,554
322,41,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.8789,574
323,41,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.4046,554
324,41,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.6335,87
325,41,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,11.6787,18380
326,41,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,4.1768,13238
327,41,C4_collection,Colecao (50 usuarios completos),REST,1.9618,29943
328,41,C4_collection,Colecao (50 usuarios completos),GraphQL,5.121,30062
329,42,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.9816,554
330,42,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,3.7257,574
331,42,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.2722,554
332,42,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.0593,87
333,42,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,12.2046,18380
334,42,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.1818,13238
335,42,C4_collection,Colecao (50 usuarios completos),REST,1.4967,29943
336,42,C4_collection,Colecao (50 usuarios completos),GraphQL,3.7094,30062
337,43,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.5185,554
338,43,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.5181,574
339,43,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.5122,554
340,43,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.1695,87
341,43,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,11.7273,18380
342,43,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.3188,13238
343,43,C4_collection,Colecao (50 usuarios completos),REST,1.6271,29943
344,43,C4_collection,Colecao (50 usuarios completos),GraphQL,3.6744,30062
345,44,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.4455,554
346,44,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,3.2949,574
347,44,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.5787,554
348,44,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.5031,87
349,44,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,10.8862,18380
350,44,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,2.9805,13238
351,44,C4_collection,Colecao (50 usuarios completos),REST,1.6305,29943
352,44,C4_collection,Colecao (50 usuarios completos),GraphQL,4.7801,30062
353,45,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.5111,554
354,45,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.5261,574
355,45,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.1717,554
356,45,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.3191,87
357,45,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,9.9408,18380
358,45,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.0631,13238
359,45,C4_collection,Colecao (50 usuarios completos),REST,1.4793,29943
360,45,C4_collection,Colecao (50 usuarios completos),GraphQL,3.5313,30062
361,46,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.4974,554
362,46,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.7127,574
363,46,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.374,554
364,46,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.411,87
365,46,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,9.6097,18380
366,46,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,2.9219,13238
367,46,C4_collection,Colecao (50 usuarios completos),REST,1.6439,29943
368,46,C4_collection,Colecao (50 usuarios completos),GraphQL,3.4934,30062
369,47,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.4852,554
370,47,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.5884,574
371,47,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.3512,554
372,47,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.5554,87
373,47,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,10.6165,18380
374,47,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.4948,13238
375,47,C4_collection,Colecao (50 usuarios completos),REST,1.7117,29943
376,47,C4_collection,Colecao (50 usuarios completos),GraphQL,5.1285,30062
377,48,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.7797,554
378,48,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.9613,574
379,48,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.358,554
380,48,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.7153,87
381,48,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,10.9355,18380
382,48,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.4772,13238
383,48,C4_collection,Colecao (50 usuarios completos),REST,1.6919,29943
384,48,C4_collection,Colecao (50 usuarios completos),GraphQL,3.9385,30062
385,49,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.6972,554
386,49,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.9748,574
387,49,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.6848,554
388,49,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.661,87
389,49,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,12.3137,18380
390,49,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.7023,13238
391,49,C4_collection,Colecao (50 usuarios completos),REST,2.0624,29943
392,49,C4_collection,Colecao (50 usuarios completos),GraphQL,4.9302,30062
393,50,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.2775,554
394,50,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,3.4373,574
395,50,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.0565,554
396,50,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.9958,87
397,50,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,13.2001,18380
398,50,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.4918,13238
399,50,C4_collection,Colecao (50 usuarios completos),REST,1.9012,29943
400,50,C4_collection,Colecao (50 usuarios completos),GraphQL,4.6449,30062
401,51,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.8307,554
402,51,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.9492,574
403,51,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.9554,554
404,51,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.5833,87
405,51,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,14.1358,18380
406,51,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.5523,13238
407,51,C4_collection,Colecao (50 usuarios completos),REST,1.9619,29943
408,51,C4_collection,Colecao (50 usuarios completos),GraphQL,4.0889,30062
409,52,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.1207,554
410,52,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,3.0865,574
411,52,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.5204,554
412,52,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.7456,87
413,52,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,12.9012,18380
414,52,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.6969,13238
415,52,C4_collection,Colecao (50 usuarios completos),REST,1.9986,29943
416,52,C4_collection,Colecao (50 usuarios completos),GraphQL,4.0217,30062
417,53,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.8932,554
418,53,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,3.0593,574
419,53,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.9407,554
420,53,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.7824,87
421,53,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,14.8917,18380
422,53,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.5467,13238
423,53,C4_collection,Colecao (50 usuarios completos),REST,1.9564,29943
424,53,C4_collection,Colecao (50 usuarios completos),GraphQL,4.6415,30062
425,54,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.0147,554
426,54,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.9951,574
427,54,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.8692,554
428,54,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.4425,87
429,54,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,13.0725,18380
430,54,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.6995,13238
431,54,C4_collection,Colecao (50 usuarios completos),REST,2.2102,29943
432,54,C4_collection,Colecao (50 usuarios completos),GraphQL,5.0274,30062
433,55,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.0146,554
434,55,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,3.2606,574
435,55,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.7726,554
436,55,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.7912,87
437,55,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,12.316,18380
438,55,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.3057,13238
439,55,C4_collection,Colecao (50 usuarios completos),REST,2.0621,29943
440,55,C4_collection,Colecao (50 usuarios completos),GraphQL,3.784,30062
441,56,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.8421,554
442,56,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,3.0079,574
443,56,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.7993,554
444,56,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.8733,87
445,56,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,12.6882,18380
446,56,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,4.2563,13238
447,56,C4_collection,Colecao (50 usuarios completos),REST,1.9436,29943
448,56,C4_collection,Colecao (50 usuarios completos),GraphQL,4.8147,30062
449,57,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.8036,554
450,57,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,3.0586,574
451,57,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.8689,554
452,57,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.6128,87
453,57,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,12.4343,18380
454,57,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.5069,13238
455,57,C4_collection,Colecao (50 usuarios completos),REST,1.7376,29943
456,57,C4_collection,Colecao (50 usuarios completos),GraphQL,3.7738,30062
457,58,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3559,554
458,58,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.9622,574
459,58,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.6603,554
460,58,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.6447,87
461,58,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,11.9277,18380
462,58,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.8281,13238
463,58,C4_collection,Colecao (50 usuarios completos),REST,1.9957,29943
464,58,C4_collection,Colecao (50 usuarios completos),GraphQL,4.2147,30062
465,59,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.7822,554
466,59,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,3.2228,574
467,59,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.6235,554
468,59,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.7325,87
469,59,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,11.8251,18380
470,59,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.534,13238
471,59,C4_collection,Colecao (50 usuarios completos),REST,1.8389,29943
472,59,C4_collection,Colecao (50 usuarios completos),GraphQL,4.8142,30062
473,60,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.83,554
474,60,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.7941,574
475,60,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.546,554
476,60,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.6865,87
477,60,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,12.0418,18380
478,60,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.2314,13238
479,60,C4_collection,Colecao (50 usuarios completos),REST,1.9938,29943
480,60,C4_collection,Colecao (50 usuarios completos),GraphQL,3.8327,30062
481,61,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.6849,554
482,61,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.8603,574
483,61,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.5018,554
484,61,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,2.6557,87
485,61,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,12.5318,18380
486,61,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,3.2548,13238
487,61,C4_collection,Colecao (50 usuarios completos),REST,1.8368,29943
488,61,C4_collection,Colecao (50 usuarios completos),GraphQL,3.8602,30062
489,62,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,1.6658,554
490,62,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,2.978,574
491,62,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.5846,554
492,62,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.3883,87
493,62,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.7279,18380
494,62,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,4.9416,13238
495,62,C4_collection,Colecao (50 usuarios completos),REST,4.2398,29943
496,62,C4_collection,Colecao (50 usuarios completos),GraphQL,7.676,30062
497,63,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.5975,554
498,63,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,15.7703,574
499,63,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.628,554
500,63,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.7176,87
501,63,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.6872,18380
502,63,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.4444,13238
503,63,C4_collection,Colecao (50 usuarios completos),REST,2.7683,29943
504,63,C4_collection,Colecao (50 usuarios completos),GraphQL,5.9791,30062
505,64,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.49,554
506,64,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.3314,574
507,64,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.4562,554
508,64,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.0555,87
509,64,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.5011,18380
510,64,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.0181,13238
511,64,C4_collection,Colecao (50 usuarios completos),REST,2.4,29943
512,64,C4_collection,Colecao (50 usuarios completos),GraphQL,6.2745,30062
513,65,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3515,554
514,65,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.2986,574
515,65,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.2323,554
516,65,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.8663,87
517,65,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.0815,18380
518,65,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.5626,13238
519,65,C4_collection,Colecao (50 usuarios completos),REST,2.8855,29943
520,65,C4_collection,Colecao (50 usuarios completos),GraphQL,6.1973,30062
521,66,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.4931,554
522,66,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,6.263,574
523,66,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.8555,554
524,66,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.2447,87
525,66,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.5059,18380
526,66,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.4183,13238
527,66,C4_collection,Colecao (50 usuarios completos),REST,2.6431,29943
528,66,C4_collection,Colecao (50 usuarios completos),GraphQL,5.9976,30062
529,67,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3517,554
530,67,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,5.5954,574
531,67,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.5104,554
532,67,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.315,87
533,67,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,18.0536,18380
534,67,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,6.5904,13238
535,67,C4_collection,Colecao (50 usuarios completos),REST,2.6286,29943
536,67,C4_collection,Colecao (50 usuarios completos),GraphQL,5.7337,30062
537,68,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.7314,554
538,68,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.4649,574
539,68,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.3985,554
540,68,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.6894,87
541,68,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.412,18380
542,68,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.9173,13238
543,68,C4_collection,Colecao (50 usuarios completos),REST,2.9157,29943
544,68,C4_collection,Colecao (50 usuarios completos),GraphQL,6.8069,30062
545,69,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3204,554
546,69,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.2148,574
547,69,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.2149,554
548,69,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.967,87
549,69,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.4805,18380
550,69,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.1258,13238
551,69,C4_collection,Colecao (50 usuarios completos),REST,2.6343,29943
552,69,C4_collection,Colecao (50 usuarios completos),GraphQL,6.1021,30062
553,70,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.6045,554
554,70,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.8551,574
555,70,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.757,554
556,70,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.5092,87
557,70,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.9717,18380
558,70,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,4.9584,13238
559,70,C4_collection,Colecao (50 usuarios completos),REST,2.4547,29943
560,70,C4_collection,Colecao (50 usuarios completos),GraphQL,5.7084,30062
561,71,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.4401,554
562,71,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.982,574
563,71,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,1.9818,554
564,71,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.4677,87
565,71,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,14.6378,18380
566,71,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.3803,13238
567,71,C4_collection,Colecao (50 usuarios completos),REST,2.3553,29943
568,71,C4_collection,Colecao (50 usuarios completos),GraphQL,5.8535,30062
569,72,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.1572,554
570,72,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.6081,574
571,72,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.0355,554
572,72,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.2632,87
573,72,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,14.8683,18380
574,72,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,6.4766,13238
575,72,C4_collection,Colecao (50 usuarios completos),REST,2.6162,29943
576,72,C4_collection,Colecao (50 usuarios completos),GraphQL,6.0774,30062
577,73,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3904,554
578,73,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.7912,574
579,73,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.209,554
580,73,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.2573,87
581,73,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.5023,18380
582,73,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.3564,13238
583,73,C4_collection,Colecao (50 usuarios completos),REST,2.3271,29943
584,73,C4_collection,Colecao (50 usuarios completos),GraphQL,5.847,30062
585,74,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.4621,554
586,74,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.0636,574
587,74,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.0741,554
588,74,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.7184,87
589,74,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,15.4305,18380
590,74,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.7766,13238
591,74,C4_collection,Colecao (50 usuarios completos),REST,2.2049,29943
592,74,C4_collection,Colecao (50 usuarios completos),GraphQL,5.786,30062
593,75,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3061,554
594,75,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.4325,574
595,75,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.119,554
596,75,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.4232,87
597,75,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.3099,18380
598,75,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.1439,13238
599,75,C4_collection,Colecao (50 usuarios completos),REST,2.9622,29943
600,75,C4_collection,Colecao (50 usuarios completos),GraphQL,6.7634,30062
601,76,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.7597,554
602,76,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.117,574
603,76,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.2395,554
604,76,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.6285,87
605,76,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.1692,18380
606,76,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.1473,13238
607,76,C4_collection,Colecao (50 usuarios completos),REST,2.497,29943
608,76,C4_collection,Colecao (50 usuarios completos),GraphQL,5.9122,30062
609,77,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3287,554
610,77,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.1543,574
611,77,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.8405,554
612,77,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.5641,87
613,77,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.8832,18380
614,77,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.1925,13238
615,77,C4_collection,Colecao (50 usuarios completos),REST,2.5124,29943
616,77,C4_collection,Colecao (50 usuarios completos),GraphQL,5.6128,30062
617,78,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.2665,554
618,78,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.0142,574
619,78,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.1762,554
620,78,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.6176,87
621,78,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.1659,18380
622,78,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.6953,13238
623,78,C4_collection,Colecao (50 usuarios completos),REST,2.8438,29943
624,78,C4_collection,Colecao (50 usuarios completos),GraphQL,7.463,30062
625,79,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3444,554
626,79,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.2368,574
627,79,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.2326,554
628,79,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.0454,87
629,79,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.7486,18380
630,79,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.5238,13238
631,79,C4_collection,Colecao (50 usuarios completos),REST,2.4869,29943
632,79,C4_collection,Colecao (50 usuarios completos),GraphQL,5.8954,30062
633,80,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.306,554
