run_id,iteration,scenario,scenario_desc,api,latency_ms,size_bytes
634,80,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.6977,574
635,80,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.2862,554
636,80,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.6242,87
637,80,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.6492,18380
638,80,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.423,13238
639,80,C4_collection,Colecao (50 usuarios completos),REST,2.7497,29943
640,80,C4_collection,Colecao (50 usuarios completos),GraphQL,6.9274,30062
641,81,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3081,554
642,81,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.8828,574
643,81,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.193,554
644,81,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.0056,87
645,81,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.646,18380
646,81,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.148,13238
647,81,C4_collection,Colecao (50 usuarios completos),REST,2.758,29943
648,81,C4_collection,Colecao (50 usuarios completos),GraphQL,7.4952,30062
649,82,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.6855,554
650,82,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.3002,574
651,82,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.2961,554
652,82,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.7049,87
653,82,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.6139,18380
654,82,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.16,13238
655,82,C4_collection,Colecao (50 usuarios completos),REST,3.3838,29943
656,82,C4_collection,Colecao (50 usuarios completos),GraphQL,6.9657,30062
657,83,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.74,554
658,83,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,5.155,574
659,83,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.8533,554
660,83,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.6287,87
661,83,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,24.351,18380
662,83,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,6.1095,13238
663,83,C4_collection,Colecao (50 usuarios completos),REST,2.9268,29943
664,83,C4_collection,Colecao (50 usuarios completos),GraphQL,6.5891,30062
665,84,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.4632,554
666,84,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,5.1212,574
667,84,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,3.1615,554
668,84,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.4694,87
669,84,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,18.38,18380
670,84,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.2558,13238
671,84,C4_collection,Colecao (50 usuarios completos),REST,3.2343,29943
672,84,C4_collection,Colecao (50 usuarios completos),GraphQL,6.0069,30062
673,85,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3377,554
674,85,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,5.909,574
675,85,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.4156,554
676,85,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.7164,87
677,85,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.3297,18380
678,85,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.6858,13238
679,85,C4_collection,Colecao (50 usuarios completos),REST,2.4143,29943
680,85,C4_collection,Colecao (50 usuarios completos),GraphQL,5.637,30062
681,86,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.2632,554
682,86,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,5.0864,574
683,86,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.4702,554
684,86,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.4035,87
685,86,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,18.1404,18380
686,86,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.0849,13238
687,86,C4_collection,Colecao (50 usuarios completos),REST,2.8376,29943
688,86,C4_collection,Colecao (50 usuarios completos),GraphQL,6.2694,30062
689,87,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.8249,554
690,87,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,5.8189,574
691,87,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,3.0051,554
692,87,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.7949,87
693,87,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,15.7716,18380
694,87,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.1511,13238
695,87,C4_collection,Colecao (50 usuarios completos),REST,2.8216,29943
696,87,C4_collection,Colecao (50 usuarios completos),GraphQL,6.277,30062
697,88,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.8119,554
698,88,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,5.9829,574
699,88,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.334,554
700,88,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.6533,87
701,88,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.1161,18380
702,88,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.0023,13238
703,88,C4_collection,Colecao (50 usuarios completos),REST,2.4137,29943
704,88,C4_collection,Colecao (50 usuarios completos),GraphQL,5.4361,30062
705,89,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.1409,554
706,89,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.0542,574
707,89,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.3921,554
708,89,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.8423,87
709,89,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.0429,18380
710,89,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.2242,13238
711,89,C4_collection,Colecao (50 usuarios completos),REST,2.7057,29943
712,89,C4_collection,Colecao (50 usuarios completos),GraphQL,6.3677,30062
713,90,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.7113,554
714,90,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.3019,574
715,90,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.396,554
716,90,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.6573,87
717,90,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.4818,18380
718,90,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.6528,13238
719,90,C4_collection,Colecao (50 usuarios completos),REST,3.4831,29943
720,90,C4_collection,Colecao (50 usuarios completos),GraphQL,5.7868,30062
721,91,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.2395,554
722,91,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.199,574
723,91,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.1614,554
724,91,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,5.523,87
725,91,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.8783,18380
726,91,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.6063,13238
727,91,C4_collection,Colecao (50 usuarios completos),REST,2.659,29943
728,91,C4_collection,Colecao (50 usuarios completos),GraphQL,6.3063,30062
729,92,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.6638,554
730,92,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.3081,574
731,92,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.5168,554
732,92,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.095,87
733,92,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,18.3703,18380
734,92,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,6.7594,13238
735,92,C4_collection,Colecao (50 usuarios completos),REST,2.8619,29943
736,92,C4_collection,Colecao (50 usuarios completos),GraphQL,7.1601,30062
737,93,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.6655,554
738,93,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.4183,574
739,93,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.2039,554
740,93,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.4788,87
741,93,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.5549,18380
742,93,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,6.335,13238
743,93,C4_collection,Colecao (50 usuarios completos),REST,2.8086,29943
744,93,C4_collection,Colecao (50 usuarios completos),GraphQL,6.003,30062
745,94,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.2205,554
746,94,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.2139,574
747,94,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.2611,554
748,94,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.1596,87
749,94,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,15.9163,18380
750,94,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,7.2797,13238
751,94,C4_collection,Colecao (50 usuarios completos),REST,2.7936,29943
752,94,C4_collection,Colecao (50 usuarios completos),GraphQL,6.2359,30062
753,95,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3801,554
754,95,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.2665,574
755,95,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.1712,554
756,95,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.6634,87
757,95,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.3268,18380
758,95,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.3328,13238
759,95,C4_collection,Colecao (50 usuarios completos),REST,3.28,29943
760,95,C4_collection,Colecao (50 usuarios completos),GraphQL,6.2162,30062
761,96,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.5987,554
762,96,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.4173,574
763,96,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.493,554
764,96,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.3476,87
765,96,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,15.0335,18380
766,96,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.1837,13238
767,96,C4_collection,Colecao (50 usuarios completos),REST,3.2262,29943
768,96,C4_collection,Colecao (50 usuarios completos),GraphQL,6.5154,30062
769,97,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.136,554
770,97,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.1473,574
771,97,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.0941,554
772,97,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.6983,87
773,97,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.5455,18380
774,97,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.0084,13238
775,97,C4_collection,Colecao (50 usuarios completos),REST,2.6137,29943
776,97,C4_collection,Colecao (50 usuarios completos),GraphQL,7.9081,30062
777,98,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.5463,554
778,98,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.5468,574
779,98,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.3297,554
780,98,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.7681,87
781,98,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.2298,18380
782,98,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.8839,13238
783,98,C4_collection,Colecao (50 usuarios completos),REST,2.4859,29943
784,98,C4_collection,Colecao (50 usuarios completos),GraphQL,6.0736,30062
785,99,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.6081,554
786,99,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.3852,574
787,99,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.4561,554
788,99,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.8585,87
789,99,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,15.3771,18380
790,99,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.1458,13238
791,99,C4_collection,Colecao (50 usuarios completos),REST,2.4069,29943
792,99,C4_collection,Colecao (50 usuarios completos),GraphQL,6.0322,30062
793,100,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,3.0631,554
794,100,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,5.0547,574
795,100,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.8642,554
796,100,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.7545,87
797,100,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.7089,18380
798,100,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.6936,13238
799,100,C4_collection,Colecao (50 usuarios completos),REST,2.6495,29943
800,100,C4_collection,Colecao (50 usuarios completos),GraphQL,7.4449,30062
801,101,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.4791,554
802,101,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.5958,574
803,101,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.8593,554
804,101,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.1201,87
805,101,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.5082,18380
806,101,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.2405,13238
807,101,C4_collection,Colecao (50 usuarios completos),REST,2.729,29943
808,101,C4_collection,Colecao (50 usuarios completos),GraphQL,6.9043,30062
809,102,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3253,554
810,102,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.2603,574
811,102,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.1081,554
812,102,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.8348,87
813,102,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,15.3733,18380
814,102,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.0607,13238
815,102,C4_collection,Colecao (50 usuarios completos),REST,3.2669,29943
816,102,C4_collection,Colecao (50 usuarios completos),GraphQL,5.7092,30062
817,103,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.1984,554
818,103,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.9781,574
819,103,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.1934,554
820,103,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.9773,87
821,103,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,18.4187,18380
822,103,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.7612,13238
823,103,C4_collection,Colecao (50 usuarios completos),REST,2.686,29943
824,103,C4_collection,Colecao (50 usuarios completos),GraphQL,7.7723,30062
825,104,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3478,554
826,104,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.4366,574
827,104,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.339,554
828,104,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.9582,87
829,104,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.7674,18380
830,104,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.8319,13238
831,104,C4_collection,Colecao (50 usuarios completos),REST,2.7211,29943
832,104,C4_collection,Colecao (50 usuarios completos),GraphQL,6.3642,30062
833,105,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.6991,554
834,105,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.5055,574
835,105,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.7841,554
836,105,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.1117,87
837,105,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,18.7841,18380
838,105,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.6264,13238
839,105,C4_collection,Colecao (50 usuarios completos),REST,2.5677,29943
840,105,C4_collection,Colecao (50 usuarios completos),GraphQL,6.815,30062
841,106,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,3.217,554
842,106,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.4634,574
843,106,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.8056,554
844,106,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.2688,87
845,106,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,18.2444,18380
846,106,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.4291,13238
847,106,C4_collection,Colecao (50 usuarios completos),REST,2.846,29943
848,106,C4_collection,Colecao (50 usuarios completos),GraphQL,6.0934,30062
849,107,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.2916,554
850,107,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,5.3238,574
851,107,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.4279,554
852,107,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.7405,87
853,107,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.915,18380
854,107,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.2049,13238
855,107,C4_collection,Colecao (50 usuarios completos),REST,2.6855,29943
856,107,C4_collection,Colecao (50 usuarios completos),GraphQL,6.5488,30062
857,108,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.2668,554
858,108,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.3147,574
859,108,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.5592,554
860,108,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.6173,87
861,108,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.6935,18380
862,108,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.5963,13238
863,108,C4_collection,Colecao (50 usuarios completos),REST,2.6219,29943
864,108,C4_collection,Colecao (50 usuarios completos),GraphQL,6.0503,30062
865,109,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.5167,554
866,109,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.4354,574
867,109,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.6158,554
868,109,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.7728,87
869,109,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,18.5318,18380
870,109,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.7967,13238
871,109,C4_collection,Colecao (50 usuarios completos),REST,2.7267,29943
872,109,C4_collection,Colecao (50 usuarios completos),GraphQL,6.0236,30062
873,110,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.4827,554
874,110,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,6.2042,574
875,110,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.5924,554
876,110,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.7976,87
877,110,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.3484,18380
878,110,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,6.0249,13238
879,110,C4_collection,Colecao (50 usuarios completos),REST,3.3956,29943
880,110,C4_collection,Colecao (50 usuarios completos),GraphQL,6.2771,30062
881,111,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.7179,554
882,111,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.8188,574
883,111,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.4063,554
884,111,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.3443,87
885,111,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,18.0687,18380
886,111,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,6.1443,13238
887,111,C4_collection,Colecao (50 usuarios completos),REST,2.6383,29943
888,111,C4_collection,Colecao (50 usuarios completos),GraphQL,6.91,30062
889,112,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.3411,554
890,112,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.673,574
891,112,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.5425,554
892,112,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.2183,87
893,112,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,18.1713,18380
894,112,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.5323,13238
895,112,C4_collection,Colecao (50 usuarios completos),REST,2.5715,29943
896,112,C4_collection,Colecao (50 usuarios completos),GraphQL,5.9616,30062
897,113,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.4682,554
898,113,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.4756,574
899,113,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.5354,554
900,113,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,5.3733,87
901,113,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,18.1252,18380
902,113,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.1236,13238
903,113,C4_collection,Colecao (50 usuarios completos),REST,2.6325,29943
904,113,C4_collection,Colecao (50 usuarios completos),GraphQL,6.7204,30062
905,114,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,3.1685,554
906,114,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.8748,574
907,114,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.9726,554
908,114,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.2248,87
909,114,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,17.626,18380
910,114,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.6828,13238
911,114,C4_collection,Colecao (50 usuarios completos),REST,2.4939,29943
912,114,C4_collection,Colecao (50 usuarios completos),GraphQL,6.094,30062
913,115,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.6834,554
914,115,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.7111,574
915,115,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.0877,554
916,115,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.4152,87
917,115,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,15.4624,18380
918,115,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.1067,13238
919,115,C4_collection,Colecao (50 usuarios completos),REST,2.7703,29943
920,115,C4_collection,Colecao (50 usuarios completos),GraphQL,5.6703,30062
921,116,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.0972,554
922,116,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.3527,574
923,116,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.9115,554
924,116,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.835,87
925,116,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.1791,18380
926,116,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,7.0339,13238
927,116,C4_collection,Colecao (50 usuarios completos),REST,2.4386,29943
928,116,C4_collection,Colecao (50 usuarios completos),GraphQL,5.8962,30062
929,117,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,3.3031,554
930,117,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.4362,574
931,117,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.5234,554
932,117,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,3.7727,87
933,117,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,15.4157,18380
934,117,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.4769,13238
935,117,C4_collection,Colecao (50 usuarios completos),REST,3.5363,29943
936,117,C4_collection,Colecao (50 usuarios completos),GraphQL,6.5785,30062
937,118,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.4305,554
938,118,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,5.1007,574
939,118,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.2966,554
940,118,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.6994,87
941,118,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,16.8623,18380
942,118,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,5.3836,13238
943,118,C4_collection,Colecao (50 usuarios completos),REST,2.5597,29943
944,118,C4_collection,Colecao (50 usuarios completos),GraphQL,7.1654,30062
945,119,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",REST,2.819,554
946,119,C1_single_full,"Recurso unico completo (1 usuario, todos os campos)",GraphQL,4.6047,574
947,119,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",REST,2.5517,554
948,119,C2_single_partial,"Recurso unico parcial (1 usuario, 3 campos)",GraphQL,4.1954,87
949,119,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),REST,15.6789,18380
950,119,C3_nested_n1,Consulta aninhada (usuario + posts + comentarios),GraphQL,7.532,13238
951,119,C4_collection,Colecao (50 usuarios completos),REST,4.4855,29943
